"review","reply"
"The best indonesian food in town, taste just like home","Thank you for the 5-Stars ratings and your reviews. We're glad you loved our food. We look forward to your visit soon!

Thank you and have a great week ahead!"
"Terrible. the cake looked nothing like the pictures and the delivery took 2 hours instead of 45 mins which was what it stated. dont waste your time on this place","Hi
We apologize for the inconvenience caused.
Please contact us on +65-97279363 to share the details. We will get back to you with a suitable solution."
"Nice and delicious Waffles, very good customer service ???????????????????????????? ","Hi, thank you so much for leaving a comment, it really means alot. We are glad that you enjoyed the waffles! Hope to receive your order again soon :)"
"food is extremely delicious ","Hi , thank you for your feedback really appreciate it ????"
"the food was good and tasteful
it might taste better if they change the type for rice to basmati
also is the food halal?
there isn't any pork or lard in the menu but is the chicken halal ","Hi,Thank you for your feedback. We don???t cook or consume pork . The meats we are buying are from halal butcher . We are not halal certified yet however we are 100% Muslim friendly . "
"taste great!","Thank you!"
"Ordered 0% sugar but given a full sugar drink.","Apologise for the misunderstanding. Our flavoured milk tea and teas are made with the respective fruit jusices, so it will definitely still be abit sweet even with 0% sugar. Hope you understand. "
"They followed directions to the T.. and always Good drinks.. with yummy boba pearls.. Thank you ","Thank You Very Much for your review. Please do continue supporting us! ????"
"Red tomyum seafood with rice & egg has lots of ingredients & lemongrass. Just 2 words .. yummy ???? & shiok!!
Food arrived hot & neatly packed, no spillage.
Extra ???","thank you for the support ????"
"Slow delivery no updates, app shows 45min but it took 2-3 hours for delivery","Dear,

We are sorry for the inconvenience caused.

Please be assured that we will definitely work on your feedback to give better experience in the future.

Flowerly Yours,

Team fnp.sg "
"delicious and neat packaging","Thankiu ????????"
"Tteobokki cost sgd9.00 only 12 pieces. Understand inflation but this is just day robbery! Will not buy from this stall ever again ","We sincerely apologise for the mistake that the chef made. It was indeed not the quantity that was advised. We have taken action against the chef for his mistake. Do give us one more opportunity and hope that we can provide the best for you."
"the potato jhuri was not crisp. felt undercooked.

the chicken curry was just ok. could be better. chicken did not seem fresh

for the quantity offered - it's expensive.","We're sorry for your experience. We've noted your feedback and will investigate these internally."
"again nv give condiment like  chill, vinegar, etc..  ","Hi, you ordered ???family set meal A??? but didn???t add remark that you need all condiments. We cannot be sure if you want it or not so we didn???t add any, also we don???t separate pack all different condiments. For your kind understanding please."
"ordered two bowls of signature set, add additional fish for $3 more. received two bowls with just fish. disappointing","Apologised for the mistake done. We will review our process again. Thank you and sorry for not having a happy meal."
"Carrot cake n otah is nice. But upsize $7 carrot cake is like $4 portion. Unsure is the owner do the order wrongly or their portion is so small","Hi. Thank you for the feedback. Will add more next time"
"The food taste is very bad! Its nor roast char siew, it???s sweetened char siew with fats instead of meat, the vegetables i just throe the entire thing away, they put whole bottle of sweet sauce!! ","pls let me knw when u order the food? Cause I can???t see ur order so far tis is 1st time heard our veg put sweet sauce & meat next time u could request for lean meat if not our staffs will just mix. Sorry u hv bad experience we hope to serve u better"
"please improve your packing: all gravies from vegetable and roasted duck foam boxes had spilled out. tks ","Dear value customer, usually we don???t have such problem we have packed the food well this is foodpanda delivery man handling the problem. Will feedback to them thank you ???????? "
"My set B combo did not come with the rice. Otherwise, everything is good. ","Dear value customer, next time if u patronise our stall we will give u extra rice. Thank you for supporting. Hope to see u again ????"
"Nice !!","Thank you for your review."
"Got the beef burger, mushroom soup and some garlic bread. It arrived around 25mins after ordering and the beef burger is amazing even after that amount of time. Def ordering again!","Thank you for your valuable feedback ???? we hope you have enjoyed your meal and hear from you again ????"
